Track Name,Artist,Album,Release Date,Popularity,Streams,Rank,Platform,Source,Updated At
greedy,Tate McRae,greedy,2023-09-15,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,90,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Houdini,Dua Lipa,Houdini,2023-11-09,30,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Angel Numbers / Ten Toes,Chris Brown,11:11,2023-11-10,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Wait a Minute!,WILLOW,ARDIPITHECUS,2015-12-18,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Acquainted,The Weeknd,The Highlights (Deluxe),2024-02-09,41,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,2023-10-06,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,92,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
TOO MUCH,The Kid LAROI,TOO MUCH,2023-10-19,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
7 rings,Ariana Grande,"thank u, next",2019-02-08,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
You & Me,JENNIE,JENNIE Special Single [You & Me],2023-10-06,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
BILLIE EILISH.,Armani White,BILLIE EILISH.,2022-05-19,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Seven (feat. Latto),Jung Kook,Seven (feat. Latto),2023-07-14,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Water,Tyla,Water,2023-07-28,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),2023-05-25,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Strangers,Kenya Grace,Strangers,2023-09-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me,2023-04-06,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Reminder,The Weeknd,Starboy,2016-11-25,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
K-POP,Travis Scott,K-POP,2023-07-21,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),2022-08-25,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,95,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Single Soon,Selena Gomez,Single Soon,2023-08-25,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Don't Start Now,Dua Lipa,Future Nostalgia,2020-03-27,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Blinding Lights,The Weeknd,After Hours,2020-03-20,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
lovely (with Khalid),Billie Eilish,lovely (with Khalid),2018-04-19,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Die For You,The Weeknd,Starboy,2016-11-24,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Heat Waves,Glass Animals,Dreamland,2020-08-07,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Save Your Tears,The Weeknd,After Hours,2020-03-20,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Shape of You,Ed Sheeran,÷ (Deluxe),2017-03-03,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Unforgettable,French Montana,Jungle Rules,2017-07-14,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Right Now (Na Na Na),Akon,Freedom,2008-01-01,2,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,2022-12-02,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Such a Whore (Stellular Remix),JVLA,Such a Whore (Stellular Remix),2020-06-03,65,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Issues - Alan Walker Remix,Julia Michaels,Issues (Alan Walker Remix),2017-05-05,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Fed Up,Ghostemane,ANTI-ICON,2020-10-21,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Copines Slowed - Remix,Eduardo Luzquiños,Copines Slowed (Remix),2021-01-26,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
No Lie,Sean Paul,Mad Love The Prequel,2018-06-29,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Diamonds,Rihanna,Unapologetic (Deluxe),2012-12-10,57,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Icarus Falls,2018-12-14,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Attention,Charlie Puth,Voicenotes,2018-05-11,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Wolves,Selena Gomez,Wolves,2017-10-25,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,2019-09-06,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
On & On,Cartoon,On & On,2015-07-09,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Dusk Till Dawn (feat. Sia) - Brooks Remix,ZAYN,Dusk Till Dawn (The Remixes) (feat. Sia),2017-09-29,47,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
In The End - Mellen Gi Remix,Tommee Profitt,In The End,2019-03-22,68,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Into Your Arms (feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max),2018-06-08,72,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Starboy,The Weeknd,Starboy,2016-11-25,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Cold Heart - PNAU Remix,Elton John,The Lockdown Sessions,2021-10-22,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Infinity,Jaymes Young,Feel Something,2017-06-23,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
"Alone, Pt. II",Alan Walker,World Of Walker,2021-11-26,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Habibi - Albanian Remix,Ricky Rich,Habibi (Albanian Remix),2021-11-19,69,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Let Me Down Slowly,Alec Benjamin,Narrated For You,2018-11-16,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Falling,Trevor Daniel,Nicotine,2020-03-26,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Into Your Arms,Felax,Black Rose,2022-07-01,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Mockingbird,Eminem,Encore (Deluxe Version),2004-11-12,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Headlights (feat. KIDDO),Alok,Headlights (feat. KIDDO),2022-02-18,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Cruel Summer,Taylor Swift,Lover,2019-08-23,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Unholy (feat. Kim Petras),Sam Smith,Unholy (feat. Kim Petras),2022-09-22,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Right Now (Na Na Na),Akon,Freedom,2008-01-01,2,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Arcade,Duncan Laurence,Small Town Boy (Track By Track),2020-11-12,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Love The Way You Lie,Eminem,Recovery,2010-06-18,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),2015-11-06,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Love Yourself,Justin Bieber,Purpose (Deluxe),2015-11-13,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Love Your Voice,JONY,Список твоих мыслей,2019-06-21,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,2020-03-27,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
IDGAF (feat. Yeat),Drake,For All The Dogs,2023-10-06,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Wildest Dreams,Taylor Swift,1989,2014-01-01,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Timeless (feat. Playboi Carti),The Weeknd,Timeless,2024-09-27,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
What I Am,ZAYN,What I Am,2024-03-15,50,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Run It Up,Hanumankind,Run It Up,2025-03-06,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Anxiety,Doechii,Anxiety,2025-03-05,91,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
blue,yung kai,blue,2024-08-02,91,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
APT.,ROSÉ,APT.,2024-10-18,95,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
luther (with sza),Kendrick Lamar,GNX,2024-11-21,94,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
tv off (feat. lefty gunplay),Kendrick Lamar,GNX,2024-11-22,94,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Big Dawgs,Hanumankind,Big Dawgs,2024-07-09,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Mamushi (feat. Yuki Chiba),Megan Thee Stallion,MEGAN,2024-06-28,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Espresso,Sabrina Carpenter,Espresso,2024-04-12,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,No Strings Attached,2000-03-21,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Alibi (with Pabllo Vittar & Yseult),Sevdaliza,Alibi (with Pabllo Vittar & Yseult),2024-06-28,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,2024-06-14,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
i like the way you kiss me,Artemas,i like the way you kiss me,2024-03-19,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
august,Taylor Swift,folklore,2020-07-24,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Too Sweet,Hozier,Unheard,2024-03-22,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
One Love,Blue,One Love,2002,65,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Favorite,Isabel LaRosa,Favorite,2024-03-29,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
SLAY!,Eternxlkz,SLAY!,2024-03-15,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Tokyo,Leat'eq,Tokyo,2018-05-07,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Tadow,Masego,Lady Lady,2018-09-07,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
The Perfect Girl,Mareux,The Perfect Girl,2021-12-08,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Don't Go Insane,DPR IAN,Don't Go Insane,2023-10-04,62,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
redrum,21 Savage,american dream,2024-01-12,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Angel Numbers / Ten Toes,Chris Brown,11:11,2023-11-10,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Snowman,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
The Night We Met,Lord Huron,Strange Trails,2015-04-06,90,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
bloodline,Ariana Grande,"thank u, next",2019-02-08,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Surround Sound (feat. 21 Savage & Baby Tate),JID,The Forever Story (Extended Version),2022-10-31,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Bécane - A COLORS SHOW,Yamê,Bécane - A COLORS SHOW,2023-06-01,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
MANDA BALA,Ariis,MANDA BALA,2023-12-08,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
VVV,mikeeysmind,VVV,2023-10-21,1,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Let Her Go (feat. Ed Sheeran) - Anniversary Edition,Passenger,All The Little Lights (Anniversary Edition),2023-11-10,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Skyfall,Adele,Skyfall,2012-10-04,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Family Affair,Mary J. Blige,No More Drama,2001-08-28,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Run Away,Sunstroke,Run Away,2022-12-09,52,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Fireball (feat. John Ryan),Pitbull,Globalization,2014-11-24,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Nothing's New,Rio Romeo,Good God!,2022-09-23,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
greedy,Tate McRae,greedy,2023-09-15,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Luminary,Joel Sunny,Luminary,2023-09-01,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Houdini,Dua Lipa,Houdini,2023-11-09,30,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,2023-05-01,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
3:15 - Slowed Down + Reverb,Russ,"3:15 (OG, Slowed Down + Reverb, Sped Up)",2023-02-17,58,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Way down We Go,KALEO,A/B,2016-06-10,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
BILLIE EILISH.,Armani White,BILLIE EILISH.,2022-05-19,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Time Traveller,M.I.A.,MATA,2022-10-14,52,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Džanum,Teya Dora,Džanum,2023-03-22,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Mind Games,Sickick,Mind Games,2017-11-17,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
A Pimp Named Slickback,Lakim,Classics II,2019-09-06,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Strangers,Kenya Grace,Strangers,2023-09-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Le Monde - From Talk to Me,Richard Carter,Talk to Me (Original Soundtrack),2023-08-04,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Be Alright,Dean Lewis,Be Alright,2018-06-29,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular (Music from the HBO Original Series),2023-06-02,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Ainsi bas la vida,Indila,Mini World (Deluxe),2014-11-17,68,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,Lover (Remix) [feat. Shawn Mendes],2019-11-13,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Intro (Infected),Sickick,Talksick 3,2016-11-02,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Choix de vie - Remix,RANDALL,Choix de vie (Remix),2020-03-14,45,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Makeba,Jain,Zanaka,2016-10-21,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
vampire,Olivia Rodrigo,vampire,2023-06-30,8,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Отключаю телефон,INSTASAMKA,Отключаю телефон,2023-02-17,3,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Cruel Summer,Taylor Swift,Lover,2019-08-23,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Daylight,David Kushner,Daylight,2023-04-14,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,2023-02-24,17,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
What It Is (Solo Version),Doechii,What It Is (Versions),2023-03-17,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Set Fire to the Rain x Another Love,Ren0wned,Set Fire to the Rain x Another Love,2022-12-06,52,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2012,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
All Eyez on Me Remix,Thug Life,All Eyez on Me Remix,2016-05-04,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
All I Have Tonight,Joysic,All I Have Tonight,2023-06-21,23,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Die For You (with Ariana Grande) - Remix,The Weeknd,Starboy (Deluxe),2023-03-14,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Ta Ta Ta (with Jason Derulo),Bayanni,Ta Ta Ta (with Jason Derulo),2023-04-14,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Collide (feat. Tyga),Justine Skye,Collide (feat. Tyga),2014-08-25,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Escapism.,RAYE,Escapism. / The Thrill Is Gone.,2022-10-12,11,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
People,Libianca,People,2022-12-06,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Bloody Mary,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Under The Influence,Chris Brown,Indigo (Extended),2019-10-04,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Mockingbird,Eminem,Encore (Deluxe Version),2004-11-12,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Unholy (feat. Kim Petras),Sam Smith,Unholy (feat. Kim Petras),2022-09-22,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
No Wind Resistance SPED UP!,Kinneret,No Wind Resistance SPED UP!,2022-09-05,58,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
People Call It Love,HunterSynth,People Call It Love,2023-02-01,22,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
SNAP,Rosa Linn,SNAP,2022-03-19,21,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
A Gangster's Wife,Ms Krazie,Smile Now Cry Never,2008-07-01,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Maybe My Soulmate Died,iamnotshane,Maybe My Soulmate Died,2022-06-15,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
NO,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Beggin',Måneskin,Chosen,2017-12-08,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Into Your Arms (feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max),2018-06-08,72,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
abcdefu,GAYLE,abcdefu,2021-08-13,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022-11-20,5,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
idfc,blackbear,dead,2015-06-02,72,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Dandelions,Ruth B.,Safe Haven,2017-05-05,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Murder In My Mind,Kordhell,Murder In My Mind,2022-01-21,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Royalty,Egzod,Royalty,2021-04-22,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
As It Was,Harry Styles,As It Was,2022-03-31,17,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Miss You - Sped Up Version,Oliver Tree,Miss You (Sped Up Version),2022-10-17,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),2022-08-25,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
I Was Never There,The Weeknd,"My Dear Melancholy,",2018-03-30,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Sunroof,Nicky Youre,Sunroof,2021-12-03,12,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Wait a Minute!,WILLOW,ARDIPITHECUS,2015-01-11,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Se Acabo (feat. Method Man),The Beatnuts,Take It Or Squeeze It,2001-03-10,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Deja Vu,SASH,Deja Vu,2022-10-12,23,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Mask Off,Future,FUTURE,2017-06-30,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Slow Motion,AMARIA BB,Slow Motion,2021-05-14,2,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Joro,Wizkid,Joro,2019-09-30,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Go Down Deh (feat. Sean Paul & Shaggy),Spice,Go Down Deh (feat. Sean Paul & Shaggy),2021-04-30,65,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Dandelions - slowed + reverb,Ruth B.,Dandelions (slowed + reverb),2021-08-27,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
All Gas,The FifthGuys,All Gas,2022-04-15,25,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
TO THE MOON,JNR CHOI,TO THE MOON,2021-11-05,1,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
love nwantiti (ah ah ah),CKay,CKay The First,2019-08-30,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Infinity,Jaymes Young,Feel Something,2017-06-23,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
The Good Part,AJR,The Click,2017-06-30,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),2020-08-06,17,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),2021-07-09,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Bananza (Belly Dancer),Akon,Trouble,2004-01-01,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
High School,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
At My Worst,Pink Sweat$,The Prelude,2020-07-17,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,72,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Unstoppable,Sia,This Is Acting,2016-01-29,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
Woman,Doja Cat,Planet Her,2021-06-25,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:37
