Track Name,Artist,Album,Release Date,Popularity,Streams,Rank,Platform,Source,Updated At
Anxiety,Doechii,Anxiety,2025-03-05,91,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Blue,Yung Kai,blue,2024-08-02,91,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Apt.,Rosé,APT.,2024-10-18,95,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Luther (With Sza),Kendrick Lamar,GNX,2024-11-21,94,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Tv Off (Feat. Lefty Gunplay),Kendrick Lamar,GNX,2024-11-22,94,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Big Dawgs,Hanumankind,Big Dawgs,2024-07-09,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mamushi (Feat. Yuki Chiba),Megan Thee Stallion,MEGAN,2024-06-28,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Espresso,Sabrina Carpenter,Espresso,2024-04-12,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bye Bye Bye - From Deadpool And Wolverine Soundtrack,*Nsync,No Strings Attached,2000-03-21,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Alibi (With Pabllo Vittar & Yseult),Sevdaliza,Alibi (with Pabllo Vittar & Yseult),2024-06-28,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Devil Is A Lie,Tommy Richman,DEVIL IS A LIE,2024-06-14,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
I Like The Way You Kiss Me,Artemas,i like the way you kiss me,2024-03-19,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Blue,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
August,Taylor Swift,folklore,2020-07-24,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Too Sweet,Hozier,Unheard,2024-03-22,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
One Love,Blue,One Love,2002,65,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Favorite,Isabel Larosa,Favorite,2024-03-29,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Slay!,Eternxlkz,SLAY!,2024-03-15,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Tokyo,Leat'Eq,Tokyo,2018-05-07,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
We Can'T Be Friends (Wait For Your Love),Ariana Grande,eternal sunshine,2024-03-08,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Tadow,Masego,Lady Lady,2018-09-07,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
The Perfect Girl,Mareux,The Perfect Girl,2021-12-08,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Don'T Go Insane,Dpr Ian,Don't Go Insane,2023-10-04,62,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,87,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Redrum,21 Savage,american dream,2024-01-12,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Angel Numbers / Ten Toes,Chris Brown,11:11,2023-11-10,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Snowman,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
The Night We Met,Lord Huron,Strange Trails,2015-04-06,90,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bloodline,Ariana Grande,"thank u, next",2019-02-08,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Surround Sound (Feat. 21 Savage & Baby Tate),Jid,The Forever Story (Extended Version),2022-10-31,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bécane - A Colors Show,Yamê,Bécane - A COLORS SHOW,2023-06-01,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Manda Bala,Ariis,MANDA BALA,2023-12-08,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Vvv,Mikeeysmind,VVV,2023-10-21,1,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Let Her Go (Feat. Ed Sheeran) - Anniversary Edition,Passenger,All The Little Lights (Anniversary Edition),2023-11-10,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Skyfall,Adele,Skyfall,2012-10-04,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Family Affair,Mary J. Blige,No More Drama,2001-08-28,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Run Away,Sunstroke,Run Away,2022-12-09,52,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Fireball (Feat. John Ryan),Pitbull,Globalization,2014-11-24,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Nothing'S New,Rio Romeo,Good God!,2022-09-23,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Greedy,Tate Mcrae,greedy,2023-09-15,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Luminary,Joel Sunny,Luminary,2023-09-01,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Houdini,Dua Lipa,Houdini,2023-11-09,30,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Montagem - Pr Funk,S3Bzs,MONTAGEM - PR FUNK,2023-05-01,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
3:15 - Slowed Down + Reverb,Russ,"3:15 (OG, Slowed Down + Reverb, Sped Up)",2023-02-17,58,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Way Down We Go,Kaleo,A/B,2016-06-10,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Billie Eilish.,Armani White,BILLIE EILISH.,2022-05-19,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Time Traveller,M.I.A.,MATA,2022-10-14,52,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Džanum,Teya Dora,Džanum,2023-03-22,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mind Games,Sickick,Mind Games,2017-11-17,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
A Pimp Named Slickback,Lakim,Classics II,2019-09-06,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Strangers,Kenya Grace,Strangers,2023-09-01,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Le Monde - From Talk To Me,Richard Carter,Talk to Me (Original Soundtrack),2023-08-04,63,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Be Alright,Dean Lewis,Be Alright,2018-06-29,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Popular (With Playboi Carti & Madonna) - From The Idol Vol. 1 (Music From The Hbo Original Series),The Weeknd,Popular (Music from the HBO Original Series),2023-06-02,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Ainsi Bas La Vida,Indila,Mini World (Deluxe),2014-11-17,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Lover (Remix) [Feat. Shawn Mendes],Taylor Swift,Lover (Remix) [feat. Shawn Mendes],2019-11-13,66,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Intro (Infected),Sickick,Talksick 3,2016-11-02,66,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Choix De Vie - Remix,Randall,Choix de vie (Remix),2020-03-14,45,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Makeba,Jain,Zanaka,2016-10-21,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Vampire,Olivia Rodrigo,vampire,2023-06-30,8,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Отключаю Телефон,Instasamka,Отключаю телефон,2023-02-17,3,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Cruel Summer,Taylor Swift,Lover,2019-08-23,89,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Daylight,David Kushner,Daylight,2023-04-14,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Cupid - Twin Ver.,Fifty Fifty,The Beginning: Cupid,2023-02-24,17,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
What It Is (Solo Version),Doechii,What It Is (Versions),2023-03-17,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Set Fire To The Rain X Another Love,Ren0Wned,Set Fire to the Rain x Another Love,2022-12-06,52,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2012,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
All Eyez On Me Remix,Thug Life,All Eyez on Me Remix,2016-05-04,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
All I Have Tonight,Joysic,All I Have Tonight,2023-06-21,23,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Die For You (With Ariana Grande) - Remix,The Weeknd,Starboy (Deluxe),2023-03-14,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Ta Ta Ta (With Jason Derulo),Bayanni,Ta Ta Ta (with Jason Derulo),2023-04-14,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Watch This - Arizonatears Pluggnb Remix,Lil Uzi Vert,Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Collide (Feat. Tyga),Justine Skye,Collide (feat. Tyga),2014-08-25,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Escapism.,Raye,Escapism. / The Thrill Is Gone.,2022-10-12,11,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
People,Libianca,People,2022-12-06,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bloody Mary,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Under The Influence,Chris Brown,Indigo (Extended),2019-10-04,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mockingbird,Eminem,Encore (Deluxe Version),2004-11-12,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Unholy (Feat. Kim Petras),Sam Smith,Unholy (feat. Kim Petras),2022-09-22,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
No Wind Resistance Sped Up!,Kinneret,No Wind Resistance SPED UP!,2022-09-05,58,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
People Call It Love,Huntersynth,People Call It Love,2023-02-01,22,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Snap,Rosa Linn,SNAP,2022-03-19,21,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
A Gangster'S Wife,Ms Krazie,Smile Now Cry Never,2008-07-01,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Maybe My Soulmate Died,Iamnotshane,Maybe My Soulmate Died,2022-06-15,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
No,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Beggin',Måneskin,Chosen,2017-12-08,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Into Your Arms (Feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max),2018-06-08,72,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Abcdefu,Gayle,abcdefu,2021-08-13,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Industry Baby (Feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Dreamers [Music From The Fifa World Cup Qatar 2022 Official Soundtrack],Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022-11-20,5,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Middle Of The Night,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Idfc,Blackbear,dead,2015-06-02,72,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Dandelions,Ruth B.,Safe Haven,2017-05-05,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Murder In My Mind,Kordhell,Murder In My Mind,2022-01-21,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Royalty,Egzod,Royalty,2021-04-22,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
As It Was,Harry Styles,As It Was,2022-03-31,17,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Miss You - Sped Up Version,Oliver Tree,Miss You (Sped Up Version),2022-10-17,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Calm Down (With Selena Gomez),Rema,Calm Down (with Selena Gomez),2022-08-25,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
I Was Never There,The Weeknd,"My Dear Melancholy,",2018-03-30,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Sunroof,Nicky Youre,Sunroof,2021-12-03,12,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Wait A Minute!,Willow,ARDIPITHECUS,2015-01-11,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Se Acabo (Feat. Method Man),The Beatnuts,Take It Or Squeeze It,2001-03-10,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Deja Vu,Sash,Deja Vu,2022-10-12,23,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mask Off,Future,FUTURE,2017-06-30,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Slow Motion,Amaria Bb,Slow Motion,2021-05-14,2,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Joro,Wizkid,Joro,2019-09-30,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Go Down Deh (Feat. Sean Paul & Shaggy),Spice,Go Down Deh (feat. Sean Paul & Shaggy),2021-04-30,65,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Dandelions - Slowed + Reverb,Ruth B.,Dandelions (slowed + reverb),2021-08-27,66,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Enemy (With Jid) - From The Series Arcane League Of Legends,Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
All Gas,The Fifthguys,All Gas,2022-04-15,25,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
To The Moon,Jnr Choi,TO THE MOON,2021-11-05,1,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Love Nwantiti (Ah Ah Ah),Ckay,CKay The First,2019-08-30,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Infinity,Jaymes Young,Feel Something,2017-06-23,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
The Good Part,Ajr,The Click,2017-06-30,60,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),2020-08-06,17,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Stay (With Justin Bieber),The Kid Laroi,STAY (with Justin Bieber),2021-07-09,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bananza (Belly Dancer),Akon,Trouble,2004-01-01,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
High School,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
At My Worst,Pink Sweat$,The Prelude,2020-07-17,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,72,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Unstoppable,Sia,This Is Acting,2016-01-29,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Woman,Doja Cat,Planet Her,2021-06-25,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mama Said,Lukas Graham,Lukas Graham,2016-04-01,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Copines,Aya Nakamura,NAKAMURA,2018-11-02,73,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
All For Us - From The Hbo Original Series Euphoria,Labrinth,All For Us (from the HBO Original Series Euphoria),2019-08-04,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Hymn For The Weekend,Coldplay,A Head Full of Dreams,2015-12-04,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Levitating (Feat. Dababy),Dua Lipa,Future Nostalgia,2020-03-27,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Easy On Me,Adele,Easy On Me,2021-10-14,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Venom,Little Simz,GREY Area,2019-03-01,1,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Stereo Hearts (Feat. Adam Levine),Gym Class Heroes,The Papercut Chronicles II,2011-11-11,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Leave The Door Open,Bruno Mars,Leave The Door Open,2021-03-05,5,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Papi Chulo,Octavian,Papi Chulo,2020-03-13,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Talking To The Moon,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Coming In Hot,Andy Mineo,Coming In Hot,2018-07-20,58,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Heartbreak Anniversary,Givēon,TAKE TIME,2020-03-27,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Love Nwantiti (Feat. Dj Yo! & Ax'El) - Remix,Ckay,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],2021-09-09,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Goosebumps,Hvme,Goosebumps,2020-06-12,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Watermelon Sugar,Harry Styles,Fine Line,2019-12-13,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Gimme More,Britney Spears,Blackout,2007-10-25,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,2019-06-07,1,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Bad Boy,Marwa Loud,Loud,2018-03-09,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Without You,The Kid Laroi,F*CK LOVE (SAVAGE),2020-11-06,5,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Death Bed (Coffee For Your Head),Powfu,death bed (coffee for your head),2020-02-08,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Mood (Feat. Iann Dior),24Kgoldn,Mood (feat. iann dior),2020-07-24,7,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,Justice,2021-03-19,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Dancing In My Room,347Aidan,Dancing in My Room,2020-10-26,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Sugarcrash!,Elyotto,SugarCrash!,2020-08-25,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Love Your Voice,Jony,Список твоих мыслей,2019-06-21,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Arcade,Duncan Laurence,Arcade,2019-03-07,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Kerosene - Sped Up,Fam0Uz,Kerosene (Sped Up),2023-03-28,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
Sports Car,Tate Mcrae,Unknown,N/A,0,0,22.0,BILLBOARD,BILLBOARD,2025-03-22
Stargazing,Myles Smith,Unknown,N/A,0,0,28.0,BILLBOARD,BILLBOARD,2025-03-22
Bed Chem,Sabrina Carpenter,Unknown,N/A,0,0,30.0,BILLBOARD,BILLBOARD,2025-03-22
Liar,Jelly Roll,Unknown,N/A,0,0,32.0,BILLBOARD,BILLBOARD,2025-03-22
High Road,Koe Wetzel & Jessie Murph,Unknown,N/A,0,0,36.0,BILLBOARD,BILLBOARD,2025-03-22
I'M Gonna Love You,Cody Johnson & Carrie Underwood,Unknown,N/A,0,0,37.0,BILLBOARD,BILLBOARD,2025-03-22
Bmf,Sza,Unknown,N/A,0,0,39.0,BILLBOARD,BILLBOARD,2025-03-22
Whatchu Kno About Me,Glorilla & Sexyy Red,Unknown,N/A,0,0,47.0,BILLBOARD,BILLBOARD,2025-03-22
Residuals,Chris Brown,Unknown,N/A,0,0,49.0,BILLBOARD,BILLBOARD,2025-03-22
Gimme A Hug,Drake,Unknown,N/A,0,0,53.0,BILLBOARD,BILLBOARD,2025-03-22
Cry For Me,The Weeknd,Unknown,N/A,0,0,56.0,BILLBOARD,BILLBOARD,2025-03-22
Sorry I'M Here For Someone Else,Benson Boone,Unknown,N/A,0,0,57.0,BILLBOARD,BILLBOARD,2025-03-22
Mutt,Leon Thomas,Unknown,N/A,0,0,60.0,BILLBOARD,BILLBOARD,2025-03-22
Tweaker,Gelo,Unknown,N/A,0,0,62.0,BILLBOARD,BILLBOARD,2025-03-22
Me Jalo,Fuerza Regida & Grupo Frontera,Unknown,N/A,0,0,63.0,BILLBOARD,BILLBOARD,2025-03-22
Loco,Neton Vega,Unknown,N/A,0,0,64.0,BILLBOARD,BILLBOARD,2025-03-22
Somebody Loves Me,Partynextdoor & Drake,Unknown,N/A,0,0,65.0,BILLBOARD,BILLBOARD,2025-03-22
Busy Woman,Sabrina Carpenter,Unknown,N/A,0,0,67.0,BILLBOARD,BILLBOARD,2025-03-22
Ms. Whitman,Bhad Bhabie,Unknown,N/A,0,0,68.0,BILLBOARD,BILLBOARD,2025-03-22
Disease,Lady Gaga,Unknown,N/A,0,0,71.0,BILLBOARD,BILLBOARD,2025-03-22
Tattoo,Tito Double P,Unknown,N/A,0,0,72.0,BILLBOARD,BILLBOARD,2025-03-22
Nuevayol,Bad Bunny,Unknown,N/A,0,0,74.0,BILLBOARD,BILLBOARD,2025-03-22
Heart Of A Woman,Summer Walker,Unknown,N/A,0,0,75.0,BILLBOARD,BILLBOARD,2025-03-22
Like Him,"Tyler, The Creator Featuring Lola Young",Unknown,N/A,0,0,76.0,BILLBOARD,BILLBOARD,2025-03-22
I Ain'T Sayin',Jordan Davis,Unknown,N/A,0,0,77.0,BILLBOARD,BILLBOARD,2025-03-22
Fat Juicy & Wet,Sexyy Red & Bruno Mars,Unknown,N/A,0,0,78.0,BILLBOARD,BILLBOARD,2025-03-22
No Pole,Don Toliver,Unknown,N/A,0,0,79.0,BILLBOARD,BILLBOARD,2025-03-22
Handlebars,Jennie & Dua Lipa,Unknown,N/A,0,0,80.0,BILLBOARD,BILLBOARD,2025-03-22
Perfect Celebrity,Lady Gaga,Unknown,N/A,0,0,81.0,BILLBOARD,BILLBOARD,2025-03-22
Weren'T For The Wind,Ella Langley,Unknown,N/A,0,0,82.0,BILLBOARD,BILLBOARD,2025-03-22
Like Jennie,Jennie,Unknown,N/A,0,0,83.0,BILLBOARD,BILLBOARD,2025-03-22
Little Things,Ella Mai,Unknown,N/A,0,0,84.0,BILLBOARD,BILLBOARD,2025-03-22
Zombieboy,Lady Gaga,Unknown,N/A,0,0,85.0,BILLBOARD,BILLBOARD,2025-03-22
Burning Down,Alex Warren,Unknown,N/A,0,0,86.0,BILLBOARD,BILLBOARD,2025-03-22
Proud Of Me,Fridayy & Meek Mill,Unknown,N/A,0,0,87.0,BILLBOARD,BILLBOARD,2025-03-22
Por Esos Ojos,Fuerza Regida,Unknown,N/A,0,0,88.0,BILLBOARD,BILLBOARD,2025-03-22
Push 2 Start,Tyla,Unknown,N/A,0,0,89.0,BILLBOARD,BILLBOARD,2025-03-22
The Largest,Bigxthaplug,Unknown,N/A,0,0,90.0,BILLBOARD,BILLBOARD,2025-03-22
4X4Xu,Lainey Wilson,Unknown,N/A,0,0,91.0,BILLBOARD,BILLBOARD,2025-03-22
Headlock,Imogen Heap,Unknown,N/A,0,0,92.0,BILLBOARD,BILLBOARD,2025-03-22
Killah,Lady Gaga Featuring Gesaffelstein,Unknown,N/A,0,0,93.0,BILLBOARD,BILLBOARD,2025-03-22
Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",Unknown,N/A,0,0,94.0,BILLBOARD,BILLBOARD,2025-03-22
Lovedrug,Lady Gaga,Unknown,N/A,0,0,95.0,BILLBOARD,BILLBOARD,2025-03-22
Voy A Llevarte Pa Pr,Bad Bunny,Unknown,N/A,0,0,96.0,BILLBOARD,BILLBOARD,2025-03-22
Texas,Blake Shelton,Unknown,N/A,0,0,97.0,BILLBOARD,BILLBOARD,2025-03-22
Tu Boda,Oscar Maydon & Fuerza Regida,Unknown,N/A,0,0,98.0,BILLBOARD,BILLBOARD,2025-03-22
Extral,Jennie & Doechii,Unknown,N/A,0,0,99.0,BILLBOARD,BILLBOARD,2025-03-22
Te Queria Ver,Aleman X Neton Vega,Unknown,N/A,0,0,100.0,BILLBOARD,BILLBOARD,2025-03-22
Mayhem,Lady Gaga,Unknown,N/A,0,0,4.0,BILLBOARD,BILLBOARD,2025-03-24
